"Date","Price","Open","High","Low","Vol.","Change %"
"Nov 15, 2020","15,743.5","13,599.0","15,979.4","13,359.0","114.41K","15.76%"
"Nov 22, 2020","14,849.0","15,748.4","16,391.3","12,797.7","152.10K","-5.68%"
"Nov 29, 2020","15,824.9","14,845.2","16,631.1","14,683.2","110.96K","6.57%"
"Dec 06, 2020","15,545.5","15,824.9","16,026.6","14,535.2","74.19K","-1.77%"
"Dec 13, 2020","19,403.9","15,546.5","19,633.6","15,481.3","117.41K","24.82%"
"Dec 20, 2020","21,648.2","19,397.6","21,955.5","18,137.6","105.63K","11.57%"
"Dec 27, 2020","25,930.1","21,675.1","26,893.1","20,891.3","123.14K","19.78%"
"Jan 03, 2021","32,369.9","25,931.7","34,179.7","22,716.9","238.61K","24.84%"
"Jan 10, 2021","29,823.8","32,448.3","33,220.3","24,389.5","249.64K","-7.87%"
"Jan 17, 2021","26,385.6","29,822.6","31,181.2","23,721.2","156.62K","-11.53%"
"Jan 24, 2021","28,266.6","26,381.7","31,606.1","24,277.4","159.68K","7.13%"
"Jan 31, 2021","32,617.5","28,267.7","34,018.2","26,611.7","110.67K","15.39%"
